,artists,acousticness,instrumentalness,valence,mmpopularity,track_genre
75,7,0.477,1.37e-05,0.515,0.67,0
76,38,0.0182,0.0,0.519,0.62,0
77,39,0.645,0.266,0.253,0.45,0
78,40,0.883,0.0017,0.335,0.64,0
79,7,0.204,0.0,0.6,0.65,0
80,41,0.455,0.00233,0.37,0.0,0
81,41,0.784,2.72e-06,0.202,0.0,0
82,21,0.902,0.000469,0.298,0.68,0
83,41,0.74,0.0,0.3,0.0,0
84,41,0.74,0.0,0.3,0.0,0
85,21,0.904,0.00105,0.351,0.61,0
86,29,0.00502,2.1e-05,0.758,0.7000000000000001,0
87,19,0.939,2.56e-05,0.18,0.0,0
88,19,0.939,2.56e-05,0.18,0.0,0
89,35,0.048,0.0,0.392,0.62,0
90,42,0.872,9.68e-06,0.218,0.0,0
91,42,0.872,9.68e-06,0.218,0.0,0
92,19,0.218,3.46e-06,0.33,0.0,0
93,42,0.872,9.68e-06,0.218,0.0,0
94,42,0.872,9.68e-06,0.218,0.0,0
95,42,0.872,9.68e-06,0.218,0.0,0
96,42,0.872,9.68e-06,0.218,0.0,0
97,42,0.872,9.68e-06,0.218,0.0,0
98,19,0.322,1.04e-06,0.805,0.0,0
99,19,0.139,0.0,0.693,0.0,0
100,24,0.503,0.0,0.542,0.58,0
101,43,0.762,0.0,0.617,0.5,0
103,44,0.496,0.0,0.683,0.5700000000000001,0
104,45,0.872,1.03e-05,0.307,0.6,0
105,46,0.236,0.0,0.257,0.61,0
106,47,0.971,1.4e-05,0.325,0.49,0
107,48,0.915,0.0,0.36,0.55,0
108,49,0.319,4.66e-06,0.385,0.51,0
109,34,0.55,0.0022,0.34,0.46,0
110,45,0.858,1.05e-06,0.148,0.5700000000000001,0
111,25,0.852,0.000212,0.085,0.58,0
112,1,0.959,4.42e-05,0.188,0.51,0
113,50,0.182,2.08e-05,0.29,0.63,0
114,51,0.0284,9.96e-06,0.197,0.53,0
115,45,0.833,0.0,0.341,0.6,0
116,15,0.835,0.183,0.601,0.47,0
117,3,0.91,0.0,0.575,0.6,0
118,7,0.694,0.0,0.142,0.66,0
119,52,0.794,6.9e-05,0.21,0.67,0
120,53,0.884,0.0,0.0998,0.43,0
121,54,0.835,0.108,0.612,0.54,0
122,55,0.338,5e-05,0.145,0.6,0
123,9,0.805,0.000738,0.102,0.49,0
124,56,0.933,0.0,0.318,0.5700000000000001,0
125,1,0.315,0.0681,0.333,0.42,0
126,57,0.827,2.95e-05,0.294,0.67,0
127,58,0.903,0.0,0.392,0.61,0
128,59,0.241,0.0,0.617,0.71,0
129,60,0.496,1.07e-05,0.113,0.49,0
130,61,0.0758,3.53e-05,0.431,0.61,0
131,61,0.0761,0.0,0.534,0.61,0
132,7,0.128,0.0,0.116,0.2,0
133,7,0.369,0.0,0.79,0.22,0
134,7,0.184,0.0,0.74,0.35,0
135,21,0.675,0.00139,0.0974,0.6,0
136,41,0.737,0.0,0.321,0.59,0
137,19,0.225,0.0,0.664,0.73,0
138,7,0.601,2.21e-06,0.264,0.22,0
139,7,0.301,3.23e-05,0.727,0.19,0
140,7,0.119,0.0,0.648,0.24,0
141,56,0.957,3.23e-06,0.262,0.5700000000000001,0
142,7,0.041,0.0,0.795,0.35,0
143,7,0.0265,0.0,0.548,0.2,0
144,7,0.532,0.0,0.36,0.18,0
145,7,0.108,0.0,0.802,0.19,0
146,7,0.263,0.0,0.892,0.23,0
147,7,0.733,0.0,0.594,0.19,0
148,7,0.0167,1.06e-05,0.359,0.18,0
149,21,0.0512,0.000402,0.645,0.65,0
150,62,0.702,0.0631,0.106,0.55,0
151,63,0.518,0.00011,0.14,0.47,0
152,57,0.222,5.35e-05,0.342,0.56,0
153,64,0.907,2.26e-05,0.4,0.53,0
154,49,0.883,0.0123,0.59,0.49,0
155,65,0.819,0.0,0.444,0.51,0
156,4,0.918,0.000253,0.192,0.53,0
157,35,0.544,2.17e-05,0.275,0.66,0
158,25,0.471,0.117,0.529,0.56,0
159,60,0.00666,0.00299,0.613,0.47,0
160,66,0.761,0.00112,0.217,0.51,0
161,67,0.907,0.0,0.323,0.55,0
162,7,0.565,0.0,0.731,0.6,0
163,68,0.969,0.961,0.557,0.4,0
164,6,0.867,3.49e-06,0.0915,0.58,0
165,61,0.182,0.000144,0.249,0.55,0
166,69,0.11,0.0,0.563,0.5,0
167,70,0.855,0.0,0.235,0.52,0
168,67,0.966,0.0,0.279,0.54,0
169,29,0.0208,0.0,0.573,0.73,0
170,15,0.858,0.000846,0.376,0.38,0
171,71,0.287,0.0288,0.398,0.53,0
172,72,0.851,0.0,0.338,0.55,0
173,73,0.986,0.905,0.471,0.41,0
174,74,0.52,0.000328,0.0568,0.46,0
175,75,0.931,2.24e-06,0.217,0.63,0
176,20,0.0325,3.78e-06,0.177,0.66,0
177,56,0.969,0.000273,0.233,0.54,0
178,3,0.841,0.0,0.179,0.62,0
179,67,0.914,0.0,0.355,0.5700000000000001,0
180,76,0.36,0.0,0.446,0.68,0
181,45,0.394,0.0,0.705,0.62,0
182,7,0.27,0.0,0.288,0.53,0
183,60,0.929,0.49,0.164,0.44,0
184,61,0.014,0.0,0.435,0.5700000000000001,0
185,77,0.692,0.00403,0.196,0.52,0
186,4,0.472,2.26e-06,0.144,0.53,0
187,56,0.449,1.2e-05,0.267,0.53,0
188,78,0.777,0.0888,0.357,0.55,0
189,79,0.764,0.306,0.156,0.66,0
190,9,0.818,0.00269,0.0992,0.49,0
191,55,0.554,0.0782,0.262,0.6,0
192,80,0.861,9.95e-06,0.276,0.38,0
193,81,0.96,0.00596,0.4,0.67,0
194,38,0.872,1.58e-06,0.142,0.5700000000000001,0
195,21,0.906,0.217,0.526,0.6,0
196,82,0.617,4.32e-05,0.4,0.64,0
197,83,0.1,0.316,0.857,0.0,0
198,84,0.568,0.0,0.862,0.0,0
199,85,0.184,0.000108,0.342,0.0,0
200,24,0.188,0.0,0.336,0.61,0
201,86,0.847,0.0,0.366,0.5,0
202,87,0.658,0.0,0.396,0.47,0
203,3,0.801,0.0,0.179,0.58,0
204,88,0.0916,2.8e-06,0.394,0.3,0
205,89,0.325,0.0,0.333,0.52,0
206,32,0.878,0.000473,0.224,0.55,0
207,10,0.423,1.54e-06,0.0979,0.67,0
208,28,0.861,8.48e-05,0.137,0.45,0
209,45,0.705,0.0,0.628,0.56,0
210,90,0.828,0.0,0.375,0.37,0
211,42,0.76,7.3e-05,0.203,0.54,0
212,57,0.222,5.35e-05,0.342,0.66,0
213,37,0.927,0.0,0.53,0.63,0
214,91,0.0642,0.0,0.275,0.58,0
215,14,0.875,0.00784,0.243,0.55,0
216,92,0.417,0.0,0.287,0.65,0
217,10,0.088,0.0,0.183,0.6900000000000001,0
218,90,0.826,0.0,0.485,0.44,0
219,1,0.654,0.000359,0.635,0.39,0
220,25,0.000298,0.111,0.212,0.54,0
221,90,0.791,0.0,0.3,0.44,0
222,10,0.112,0.0,0.208,0.7000000000000001,0
223,93,0.647,0.0,0.553,0.64,0
224,15,0.882,0.0,0.339,0.4,0
225,72,0.614,0.0,0.187,0.47,0
226,38,0.876,1.74e-06,0.155,0.4,0
227,10,0.0318,0.0,0.374,0.55,0
228,94,0.611,0.0,0.16,0.5700000000000001,0
229,95,0.455,0.00295,0.42,0.48,0
230,96,0.877,0.0,0.262,0.54,0
231,31,0.887,0.0,0.209,0.53,0
232,32,0.788,2.37e-05,0.133,0.6,0
233,56,0.612,7.97e-06,0.261,0.54,0
234,95,0.149,0.000107,0.577,0.62,0
235,93,0.979,0.000238,0.171,0.51,0
236,97,0.73,0.0,0.292,0.61,0
237,55,0.775,0.0107,0.229,0.51,0
238,40,0.844,0.00019,0.178,0.63,0
239,95,0.86,0.000806,0.13,0.65,0
240,98,0.793,0.000134,0.29,0.64,0
241,45,0.741,0.0,0.371,0.5700000000000001,0
242,99,0.366,0.0,0.527,0.54,0
243,100,0.169,0.0,0.92,0.37,0
244,29,0.105,0.00012,0.947,0.63,0
245,101,0.947,0.0,0.8,0.53,0
246,102,0.796,0.0414,0.24,0.0,0
247,103,0.236,0.0,0.936,0.36,0
248,104,0.324,5.5e-05,0.621,0.0,0
249,104,0.324,5.5e-05,0.621,0.0,0
250,48,0.923,0.0,0.361,0.55,0
251,48,0.873,0.0,0.182,0.5700000000000001,0
252,27,0.717,0.0,0.363,0.54,0
253,24,0.343,6.86e-05,0.351,0.44,0
254,105,0.854,0.00164,0.479,0.51,0
255,90,0.88,0.0,0.328,0.42,0
256,89,0.0591,0.0,0.468,0.47,0
257,106,0.814,0.0,0.315,0.54,0
258,10,0.149,0.00147,0.493,0.73,0
259,45,0.768,0.0,0.228,0.56,0
260,86,0.933,0.0,0.373,0.56,0
261,7,0.317,0.00678,0.0797,0.59,0
263,33,0.737,1.24e-05,0.361,0.56,0
264,108,0.947,0.0,0.167,0.5700000000000001,0
265,109,0.893,0.0,0.317,0.51,0
266,61,0.0686,1.17e-05,0.352,0.48,0
267,3,0.913,0.0,0.458,0.52,0
268,67,0.927,0.0,0.352,0.54,0
269,32,0.907,3.95e-05,0.486,0.55,0
270,15,0.745,0.000123,0.597,0.41,0
271,45,0.862,0.0,0.258,0.49,0
272,15,0.875,0.000498,0.35,0.37,0
273,3,0.893,0.0,0.266,0.52,0
274,109,0.92,1.07e-05,0.35,0.58,0
275,110,0.897,0.0387,0.134,0.48,0
276,78,0.421,2.08e-06,0.396,0.56,0
277,111,0.729,0.0,0.411,0.46,0
278,112,0.844,8.93e-05,0.344,0.55,0
279,3,0.939,0.0,0.147,0.54,0
280,113,0.19,3.58e-06,0.172,0.5700000000000001,0
281,4,0.421,0.0,0.0987,0.49,0
282,114,0.861,0.0,0.31,0.55,0
283,115,0.953,8.74e-06,0.155,0.51,0
284,15,0.916,0.0,0.14,0.39,0
285,55,0.832,0.00115,0.186,0.6,0
286,61,0.616,0.0,0.305,0.6,0
287,116,0.541,1.67e-05,0.541,0.53,0
288,117,0.727,0.0,0.438,0.64,0
290,119,0.775,2.14e-06,0.202,0.5,0
291,58,0.00268,0.0,0.422,0.65,0
292,82,0.872,0.000101,0.543,0.56,0
293,58,0.694,0.0,0.321,0.5700000000000001,0
294,120,0.896,0.543,0.16,0.43,0
295,95,0.863,0.000162,0.288,0.64,0
296,21,0.46,0.000142,0.75,0.58,0
297,121,0.887,0.0,0.2,0.64,0
298,100,0.784,0.0,0.967,0.35,0
299,95,0.126,0.000906,0.903,0.36,0
300,43,0.805,0.0,0.424,0.54,0
301,60,0.365,0.003,0.177,0.43,0
302,48,0.947,0.0,0.304,0.49,0
303,122,0.841,0.0,0.391,0.55,0
304,123,0.411,0.0,0.466,0.54,0
305,124,0.876,1.38e-05,0.152,0.55,0
306,28,0.00855,0.0,0.354,0.39,0
307,125,0.667,0.0,0.293,0.51,0
308,126,0.825,0.0,0.234,0.52,0
309,90,0.908,0.0,0.461,0.56,0
310,127,0.87,0.0,0.348,0.48,0
311,49,0.319,4.66e-06,0.385,0.41,0
312,1,0.935,2.75e-06,0.766,0.4,0
313,3,0.927,0.0,0.329,0.5700000000000001,0
314,128,0.798,0.00304,0.19,0.53,0
315,129,0.809,0.886,0.498,0.3,0
316,9,0.63,0.000211,0.191,0.49,0
317,130,0.817,0.0,0.599,0.26,0
318,131,0.199,0.0,0.416,0.53,0
319,45,0.809,0.0,0.0877,0.52,0
320,10,0.395,0.0,0.437,0.51,0
321,132,0.000353,0.0,0.644,0.35,0
322,133,0.478,0.0,0.101,0.54,0
323,134,0.818,0.000937,0.25,0.5,0
324,135,0.951,0.882,0.73,0.53,0
325,4,0.878,5.34e-06,0.246,0.48,0
326,42,0.745,0.0169,0.2,0.49,0
327,132,0.0758,1.51e-06,0.221,0.35,0
328,10,0.353,1.75e-06,0.447,0.6,0
329,10,0.423,1.54e-06,0.0979,0.65,0
330,136,0.797,0.0,0.421,0.52,0
331,38,0.872,1.58e-06,0.142,0.5700000000000001,0
332,137,0.24,0.0,0.872,0.59,0
333,138,0.832,0.856,0.971,0.5,0
334,25,0.92,0.00011,0.161,0.49,0
335,77,0.75,2.96e-05,0.158,0.54,0
336,56,0.793,2.01e-06,0.278,0.52,0
337,77,0.758,6.17e-05,0.228,0.46,0
338,55,0.658,4.59e-06,0.686,0.62,0
339,139,0.0931,0.000281,0.338,0.32,0
340,118,0.273,0.0,0.94,0.33,0
341,140,0.0653,0.0,0.706,0.58,0
342,141,0.705,0.0,0.432,0.5700000000000001,0
343,142,0.946,2.75e-05,0.739,0.34,0
344,35,0.194,0.0,0.592,0.55,0
345,143,0.59,0.0,0.644,0.33,0
346,144,0.0287,4.74e-06,0.341,0.33,0
347,145,0.651,0.0,0.346,0.0,0
348,145,0.651,0.0,0.346,0.0,0
349,145,0.651,0.0,0.346,0.0,0
350,90,0.81,0.0,0.445,0.52,0
351,146,0.891,0.14,0.259,0.21,0
352,90,0.901,0.0,0.297,0.5,0
353,147,0.99,0.00312,0.362,0.55,0
354,3,0.941,0.108,0.0647,0.46,0
355,148,0.0302,0.000141,0.661,0.56,0
356,149,0.652,7.61e-05,0.0919,0.4,0
357,7,0.0384,0.0,0.746,0.21,0
358,150,0.932,1.73e-06,0.525,0.55,0
359,109,0.926,0.0,0.176,0.5,0
360,60,0.0329,0.00136,0.445,0.41,0
361,93,0.013,6.73e-05,0.433,0.44,0
362,151,0.842,0.0,0.611,0.5700000000000001,0
363,152,0.638,0.0,0.551,0.33,0
364,153,0.842,0.0,0.495,0.56,0
365,154,0.201,3.04e-05,0.871,0.32,0
366,155,0.918,0.0,0.457,0.35,0
367,128,0.54,0.0183,0.155,0.55,0
368,132,0.603,2.77e-05,0.238,0.33,0
369,156,0.864,0.0,0.29,0.46,0
370,1,0.795,0.0,0.549,0.38,0
371,81,0.0456,0.00436,0.644,0.65,0
372,157,0.269,0.0,0.759,0.6,0
373,45,0.911,2.22e-06,0.163,0.54,0
374,158,0.891,0.0441,0.0676,0.37,0
375,132,0.306,0.0,0.516,0.34,0
376,45,0.827,0.0,0.248,0.55,0
377,32,0.757,9.28e-06,0.264,0.51,0
378,159,0.0162,4.43e-05,0.153,0.48,0
379,132,0.278,0.0,0.693,0.34,0
380,56,0.452,2.81e-05,0.181,0.51,0
381,37,0.446,0.0,0.48,0.54,0
382,160,0.677,0.0,0.313,0.32,0
383,37,0.776,0.00285,0.187,0.54,0
384,161,0.807,0.0,0.508,0.61,0
385,45,0.84,0.0,0.212,0.55,0
386,25,0.62,0.000425,0.315,0.55,0
387,132,0.0425,0.0,0.511,0.34,0
388,162,0.283,0.0,0.65,0.33,0
389,163,0.982,3.84e-06,0.395,0.45,0
390,162,0.078,8.36e-05,0.621,0.33,0
391,132,0.0334,0.0,0.413,0.34,0
392,132,0.00433,0.0,0.425,0.34,0
393,38,0.847,1.4e-06,0.345,0.49,0
394,164,0.395,4.28e-06,0.157,0.33,0
395,20,0.271,0.0,0.372,0.62,0
396,165,0.11,0.0,0.462,0.33,0
397,144,0.244,0.000386,0.334,0.31,0
398,103,0.188,0.0,0.719,0.32,0
399,103,0.0133,0.0,0.207,0.32,0
400,166,0.938,0.0,0.487,0.54,0
401,167,0.641,8.2e-06,0.415,0.5,0
402,147,0.983,0.0532,0.148,0.58,0
403,86,0.943,0.0,0.105,0.49,0
404,44,0.906,0.0,0.163,0.52,0
405,151,0.937,1.47e-06,0.247,0.49,0
406,0,0.00081,0.0,0.878,0.53,0
407,168,0.785,0.134,0.155,0.54,0
408,169,0.832,0.0,0.208,0.5,0
409,45,0.746,0.0,0.294,0.5700000000000001,0
410,170,0.887,0.0,0.398,0.53,0
411,3,0.936,0.0,0.637,0.5700000000000001,0
412,45,0.93,0.0,0.354,0.49,0
414,151,0.923,0.0,0.513,0.51,0
415,32,0.733,6.04e-06,0.32,0.46,0
416,4,0.9,4.47e-05,0.214,0.41,0
417,171,0.735,0.671,0.274,0.5700000000000001,0
418,172,0.0452,0.0,0.413,0.5,0
419,173,0.923,0.801,0.11,0.42,0
420,174,0.000153,0.00209,0.271,0.47,0
421,93,0.0309,0.0,0.436,0.55,0
422,58,0.321,3.27e-06,0.397,0.56,0
423,61,0.0158,0.0,0.17,0.49,0
424,175,0.968,0.0,0.428,0.5,0
425,176,0.826,0.0126,0.492,0.56,0
426,45,0.753,1.71e-06,0.286,0.52,0
427,41,0.605,0.00322,0.229,0.5,0
428,78,0.882,0.00491,0.138,0.53,0
429,132,0.27,0.0,0.47,0.33,0
430,177,0.772,0.0,0.348,0.54,0
431,6,0.697,0.0,0.225,0.5,0
432,135,0.294,0.0109,0.419,0.54,0
433,26,0.892,3.79e-06,0.492,0.55,0
435,132,0.0599,3.97e-06,0.589,0.33,0
436,179,0.836,0.0,0.233,0.5,0
437,67,0.931,1.6e-06,0.335,0.56,0
438,81,0.682,1.59e-05,0.688,0.63,0
439,21,0.923,0.879,0.343,0.48,0
440,180,0.931,1.1e-05,0.395,0.54,0
441,181,0.129,0.0554,0.369,0.31,0
442,144,2.45e-05,0.289,0.334,0.31,0
443,121,0.912,0.0,0.19,0.6,0
444,95,0.0304,1.99e-05,0.885,0.67,0
445,165,0.571,0.0,0.69,0.33,0
446,182,0.831,6.44e-06,0.929,0.32,0
447,143,0.517,0.00148,0.389,0.31,0
448,175,0.876,0.0,0.35,0.0,0
449,103,0.0265,0.0,0.586,0.31,0
450,23,0.87,0.00175,0.235,0.45,0
451,147,0.983,0.124,0.115,0.56,0
452,105,0.938,0.000442,0.242,0.45,0
453,183,0.99,0.933,0.221,0.42,0
454,61,0.793,0.0,0.213,0.46,0
455,59,0.00537,6.61e-05,0.744,0.5,0
456,184,0.86,0.43,0.489,0.45,0
457,185,0.894,0.0,0.305,0.56,0
458,60,0.895,0.00565,0.146,0.43,0
459,186,0.614,3.6e-06,0.295,0.39,0
461,41,0.165,0.0,0.0844,0.45,0
462,10,0.279,0.0,0.301,0.32,0
463,36,0.879,0.0,0.401,0.53,0
464,185,0.755,0.0,0.527,0.54,0
465,55,0.669,0.0278,0.217,0.51,0
466,115,0.877,0.0,0.507,0.55,0
467,15,0.868,1.99e-05,0.299,0.33,0
468,30,0.879,0.494,0.626,0.55,0
469,93,0.913,6.15e-05,0.198,0.46,0
470,162,0.944,0.0006,0.203,0.3,0
471,41,0.19,0.000143,0.288,0.46,0
472,187,0.856,0.00245,0.245,0.6,0
473,41,0.799,0.0,0.0943,0.51,0
474,93,0.816,0.0,0.512,0.47,0
475,40,0.656,0.000327,0.485,0.6,0
476,61,0.0479,0.0,0.628,0.51,0
478,189,0.956,9.88e-05,0.231,0.52,0
479,190,0.724,0.459,0.422,0.54,0
480,42,0.843,2.46e-06,0.298,0.52,0
482,191,0.855,0.000182,0.49,0.3,0
483,191,0.832,5.33e-06,0.478,0.3,0
484,192,0.844,0.000128,0.588,0.62,0
485,81,0.749,3.29e-06,0.769,0.64,0
486,193,0.44,0.000721,0.34,0.5700000000000001,0
487,194,0.979,0.348,0.547,0.31,0
488,195,0.316,0.0,0.882,0.71,0
489,100,0.674,0.000162,0.961,0.31,0
490,196,0.623,0.0,0.113,0.3,0
491,144,0.0555,0.0,0.361,0.3,0
492,197,0.382,0.0,0.422,0.3,0
493,144,0.00277,6.15e-06,0.607,0.3,0
494,143,0.586,0.000147,0.698,0.3,0
495,58,0.083,1.55e-06,0.636,0.59,0
496,144,0.00012,0.000268,0.799,0.3,0
497,143,0.395,0.00442,0.462,0.3,0
498,22,0.15,1.81e-06,0.725,0.63,0
499,103,0.14,0.0,0.662,0.3,0
500,90,0.917,0.0,0.269,0.44,0
501,198,0.303,0.0342,0.209,0.54,0
502,1,0.968,0.00321,0.118,0.28,0
503,186,0.739,0.0,0.268,0.47,0
504,28,0.854,0.0749,0.0621,0.41,0
505,136,0.89,0.0,0.261,0.43,0
506,10,0.796,0.127,0.206,0.65,0
507,90,0.737,0.0,0.422,0.53,0
508,128,0.817,0.00432,0.552,0.47,0
509,153,0.833,0.0,0.52,0.55,0
510,45,0.833,0.0,0.524,0.45,0
511,10,0.088,0.0,0.183,0.6900000000000001,0
512,41,0.0777,0.0121,0.679,0.37,0
513,199,0.715,3.93e-05,0.217,0.34,0
514,25,0.0222,0.0183,0.371,0.53,0
515,132,0.00373,0.00116,0.241,0.31,0
516,132,0.0502,3.97e-05,0.328,0.31,0
517,36,0.927,1.26e-06,0.279,0.47,0
518,32,0.775,0.00105,0.253,0.45,0
519,90,0.899,0.0,0.427,0.51,0
520,30,0.868,0.888,0.0897,0.51,0
521,132,0.131,0.0,0.44,0.31,0
522,3,0.945,1.03e-06,0.576,0.48,0
523,67,0.845,0.0,0.353,0.48,0
524,41,0.757,0.0,0.248,0.51,0
525,176,0.436,0.0,0.337,0.55,0
526,132,0.000435,0.755,0.543,0.32,0
527,200,0.896,0.0,0.431,0.54,0
528,7,0.041,0.0,0.795,0.6,0
529,177,0.803,0.0,0.491,0.47,0
530,201,0.827,0.0,0.488,0.29,0
531,135,0.691,0.000287,0.296,0.51,0
532,27,0.881,0.0,0.341,0.41,0
533,3,0.925,6.92e-05,0.132,0.48,0
534,202,0.695,0.00149,0.405,0.61,0
535,203,0.597,0.0213,0.771,0.6,0
536,204,0.879,0.0,0.203,0.45,0
537,95,0.472,0.0,0.331,0.58,0
538,205,0.84,6.57e-06,0.54,0.29,0
539,45,0.608,0.0,0.264,0.5700000000000001,0
540,191,0.639,6.75e-05,0.326,0.29,0
541,56,0.834,0.00405,0.151,0.49,0
542,118,0.0594,0.0,0.38,0.3,0
543,100,0.834,1.41e-05,0.894,0.3,0
544,206,0.341,0.00497,0.29,0.31,0
545,207,0.506,0.0,0.383,0.29,0
546,20,0.724,3.99e-05,0.402,0.59,0
547,143,0.605,0.249,0.637,0.3,0
548,208,0.818,0.0,0.311,0.3,0
549,103,0.00323,0.0,0.4,0.29,0
550,27,0.797,0.0,0.707,0.55,0
551,38,0.885,0.00359,0.34,0.49,0
552,25,0.00396,0.409,0.0571,0.5,0
553,209,0.0273,0.0,0.94,0.55,0
554,210,0.868,2.56e-05,0.343,0.49,0
555,1,0.423,0.0,0.38,0.32,0
556,87,0.719,0.0,0.331,0.53,0
557,67,0.87,0.0,0.369,0.46,0
558,41,0.0411,0.0,0.362,0.23,0
559,211,0.855,0.903,0.153,0.41,0
560,125,0.466,6.52e-05,0.38,0.49,0
561,212,0.805,0.0,0.677,0.59,0
562,67,0.875,0.0,0.174,0.43,0
563,132,0.839,0.000359,0.153,0.31,0
564,45,0.887,0.0,0.467,0.46,0
565,30,0.437,0.00641,0.172,0.5,0
567,214,0.784,0.0,0.289,0.48,0
568,15,0.912,0.0,0.411,0.36,0
569,212,0.111,3.65e-06,0.134,0.44,0
570,176,0.362,1.77e-05,0.831,0.56,0
571,215,0.277,0.000325,0.636,0.29,0
572,56,0.705,0.00385,0.38,0.52,0
573,132,0.0356,0.0,0.636,0.31,0
574,32,0.823,0.000193,0.425,0.47,0
575,95,0.517,0.000169,0.143,0.56,0
576,216,0.933,0.829,0.49,0.37,0
577,41,0.828,2.7e-06,0.192,0.24,0
578,41,0.243,0.0,0.303,0.23,0
579,191,0.647,0.00868,0.423,0.28,0
580,65,0.853,2.03e-06,0.204,0.51,0
581,159,0.534,0.000238,0.335,0.51,0
582,59,0.584,1.12e-06,0.328,0.51,0
583,55,0.256,0.0356,0.542,0.5,0
584,132,0.00721,0.0,0.656,0.31,0
585,87,0.028,0.0,0.575,0.3,0
586,132,0.0319,0.0,0.839,0.31,0
587,217,0.689,0.0,0.672,0.29,0
588,218,0.351,2.9e-05,0.286,0.61,0
589,219,0.873,0.232,0.136,0.28,0
590,82,0.497,0.000589,0.685,0.55,0
591,162,0.724,1.71e-06,0.694,0.29,0
592,100,0.397,0.0,0.744,0.3,0
593,140,0.059,3.74e-06,0.798,0.29,0
594,220,0.811,0.0,0.567,0.3,0
595,221,0.901,4.3e-05,0.383,0.29,0
596,143,0.389,0.0,0.739,0.29,0
597,100,0.0362,6.31e-06,0.548,0.3,0
598,100,0.777,5.74e-06,0.858,0.29,0
600,90,0.922,0.0,0.396,0.42,0
601,64,0.979,0.0597,0.475,0.49,0
602,222,0.389,0.0,0.519,0.53,0
603,151,0.901,0.0,0.373,0.5,0
